Date,Views,YouTube Premium (USD),Transaction revenue (USD),Watch Page ads (USD),Estimated revenue (USD),Impressions,Impressions click-through rate (%),Watch time (hours)
2021-04-02,880944,186.765,413.97,1103.692,1704.427,5702744,12.28,331404.1829
2021-01-12,879685,182.686,884.92,1475.526,2543.132,8068943,7.56,418909.5928
2021-06-12,864389,180.486,954.23,1104.573,2239.289,9209153,7.34,343309.6518
2021-01-09,863678,176.815,2036.32,1405.042,3618.177,8282568,7.14,402704.6029
2021-10-23,854961,201.381,356.31,2569.842,3127.533,5781238,11.5,307650.7503
2021-01-15,848921,160.786,637.63,1351.045,2149.461,7203134,8.12,370758.6517
2021-01-10,842353,184.258,2366.58,1462.314,4013.152,8925759,6.54,421616.5369
2021-06-13,839159,186.638,646.17,1367.621,2200.429,9309576,7.01,347137.2739
2021-06-14,837648,209.203,628.57,1390.536,2228.309,8234915,7.86,398956.8459
2021-01-26,834779,167.386,293.53,1230.682,1691.598,7294638,7.62,388241.1422
2021-01-30,824756,165.767,227.47,1268.577,1661.813,6908713,7.92,363319.2853
2021-06-17,814330,206.479,612.71,1301.64,2120.829,7542828,8.32,400297.688
2021-06-18,811769,201.232,546.44,1259.531,2007.203,7852801,7.98,380390.9334
2021-06-15,807413,209.558,630.74,1407.665,2247.964,6658336,9.31,400479.737
2021-12-18,805805,190.121,528.3,1994.792,2713.213,4997695,12.1,254148.8808
2021-01-31,805585,161.122,283.19,1227.287,1671.599,6397790,8.4,355256.5766
2021-01-13,794177,162.256,776.79,1315.253,2254.299,7575906,7.21,384949.0558
2021-06-19,791519,170.8,370.92,1136.056,1677.776,8028090,7.68,329484.8747
2021-06-16,789192,198.049,920.44,1326.863,2445.352,6623337,9.16,391531.2083
2021-01-27,785566,160.336,259.42,1364.48,1784.236,7160771,7.28,378584.1785
2021-06-20,778962,174.841,506,1276.529,1957.37,7661291,7.92,336164.079
2021-01-14,761003,154.084,580.78,1334.513,2069.377,7282136,7.14,374145.2527
2021-02-01,752462,180.861,288.99,1144.577,1614.428,6405799,7.69,362866.6697
2021-05-12,747120,178.155,773.38,968.197,1919.732,6907784,8.49,342104.6984
2021-01-28,745739,155.068,316.12,1259.618,1730.806,6864851,7.18,373511.0788
2021-06-22,742456,190.047,470.85,1138.592,1799.489,7449455,7.75,371078.5554
2021-06-21,739208,195.652,372.47,1191.401,1759.523,7254071,7.85,372981.8732
2021-01-29,723443,146.336,218.5,1194.373,1559.21,6006090,7.84,340734.0591
2021-06-27,716481,176.239,291.8,1188.367,1656.406,6484022,8.49,328275.643
2021-06-23,713237,187.565,282.02,1140.441,1610.026,6717355,8.19,362461.5945
2021-02-04,708911,169.966,291.04,1135.577,1596.583,7015457,6.61,342526.8476
2021-02-02,702251,169.54,308.44,1217.355,1695.335,6866215,6.65,343635.4802
2021-06-26,701243,166.089,267.02,975.204,1408.313,6527777,8.26,316934.2603
2021-07-02,693599,173.605,277.3,1000.444,1451.348,6698891,7.97,344845.4655
2021-06-28,690573,185.199,239.39,1182.843,1607.432,6693857,7.89,355982.2162
2021-06-29,690089,183.172,201.13,1162.595,1546.898,6931587,7.62,358033.6811
2021-07-23,686972,166.727,240.5,1614.488,2021.716,7052116,7.57,316982.9366
2021-02-03,686110,163.702,280.68,1118.783,1563.166,7029896,6.37,333712.4878
2021-06-24,685321,181.803,511.09,1138.907,1831.8,6026750,8.66,358123.0996
2021-07-01,682995,179.705,388.11,945.544,1513.359,6552690,8,353307.8442
2021-06-25,680024,180.133,262.85,1136.068,1579.051,6096348,8.52,345982.1448
2021-07-03,676301,155.022,200.91,877.763,1233.695,6977861,7.41,300799.5732
2021-09-25,674642,164.215,263.21,1837.265,2264.69,5224191,9.46,262840.2356
2021-06-30,669640,178.186,268.96,1138.021,1585.167,6459312,7.9,353547.4942
2021-04-04,663750,153.69,528.12,896.583,1578.392,5708958,9.14,290331.2639
2021-07-21,663261,177.361,263.92,1511.155,1952.436,5657550,9.06,338586.1912
2021-04-03,661766,145.524,268.53,909.396,1323.45,5066798,10.26,268277.911
2021-07-22,658677,164.721,409.63,1544.49,2118.842,5984100,8.48,338929.5354
2021-08-01,655817,141.657,267.25,829.425,1238.333,8358315,6.16,254550.8429
2021-07-05,651729,176.971,331.01,961.973,1469.954,5716829,8.64,343089.5592
2021-07-07,648456,175.18,8312.99,1062.357,9550.527,5985035,8.26,346604.1423
2021-07-31,643812,130.392,255.77,874.325,1260.487,8073482,6.24,252943.1554
2021-07-04,642950,167.236,352.29,950.165,1469.691,6345492,7.71,310440.1622
2021-07-06,642299,172.239,223.39,948.205,1343.834,5502055,8.8,340055.2054
2021-07-25,640536,145.342,430.58,1681.073,2256.994,7460982,6.7,272285.1707
2021-02-08,635989,141.455,2704.31,1159.759,4005.524,7485307,5.55,278673.4003
2021-07-08,634468,175.466,2228.22,995.169,3398.855,6284648,7.71,340369.9146
2021-07-27,631080,151.679,315.55,1811.438,2278.667,7232468,6.75,293215.752
2021-07-09,629045,174.474,1574.17,891.506,2640.149,5944824,8,329642.8094
2021-02-07,625633,150.7,11801.12,1122.725,13074.545,6866917,5.92,288070.2877
2021-07-24,624969,141.147,357.83,1478.495,1977.473,7294362,6.65,264161.2605
2021-07-26,621440,157.065,196.29,1734.22,2087.575,7000743,6.82,298295.3666
2021-07-30,620233,142.097,44.15,897.374,1083.621,7660499,6.25,281344.7242
2021-05-11,616341,145.298,1097.92,837.448,2080.666,5883841,8.18,295049.3956
2021-07-13,616060,172.537,420.87,1007.694,1601.101,5766848,8.13,333279.4375
2021-04-05,611635,151.377,244.65,895.266,1291.293,5198752,9.07,288521.3769
2021-07-10,610514,148.113,1351.99,761.63,2261.733,6310548,7.43,287280.7973
2021-07-14,610195,167.611,495.99,1006.857,1670.457,5902803,7.85,329668.5149
2021-07-12,607734,173.266,778.74,980.732,1932.738,5505639,8.33,333146.5357
2021-07-11,604848,153.38,1038.23,925.839,2117.448,6075122,7.58,292912.9607
2021-07-28,603607,159.832,241.81,1772.551,2174.194,6674721,6.98,296059.4624
2021-09-11,602834,161.852,992.98,1807.534,2962.366,6577011,7.11,262815.2015
2021-08-06,600625,161.699,109.02,837.897,1108.616,6793080,6.86,307610.6119
2021-07-19,598382,170.818,702.29,820.737,1693.846,5679023,8.01,331743.2154
2021-02-13,596545,124.831,719.67,966.199,1810.7,6388278,6.07,231156.9581
2021-07-29,595762,157.654,204.59,1024.533,1386.777,7088580,6.48,306859.9355
2021-07-20,595135,161.697,505.34,1003.2,1670.237,5624913,8.08,324396.4229
2021-07-15,591312,162.394,521.52,967.742,1651.656,5679349,7.89,320536.2567
2021-02-14,586023,122.741,750.31,919.478,1792.529,6595615,5.7,227280.0113
2021-02-15,582007,126.993,528,855.566,1510.559,6985682,5.25,234336.1383
2021-02-16,576804,138.833,812.68,874.245,1825.758,6413832,5.7,267069.2747
2021-08-04,576328,157.502,226.61,890.579,1274.691,6888888,6.43,299399.1739
2021-04-06,573697,146.506,256.85,920.97,1324.326,4726258,9.29,284284.1343
2021-04-13,571550,123.749,656.84,887.056,1667.645,3504635,11.3,260307.8228
2021-02-12,565582,112.99,806.07,925.318,1844.378,5541255,6.52,210850.2664
2021-04-07,563919,149.641,10060.96,876.176,11086.777,4822973,8.96,293241.9356
2021-07-16,563829,152.917,654.46,903.562,1710.939,5644611,7.57,304339.9676
2021-08-03,562118,152.512,248.37,853.349,1254.231,7307913,5.92,293389.664
2021-08-02,556588,154.398,271.77,823.06,1249.228,7199976,5.94,288602.5553
2021-08-05,554269,152.472,201.04,864.81,1218.322,6662134,6.39,293750.5109
2021-08-07,548958,140.516,7825.71,819.813,8786.039,6894400,6.14,265378.5904
2021-05-04,548723,114.832,232.92,102.129,449.882,6260170,6.77,253039.4606
2021-04-11,548370,128.013,1244.2,805.233,2177.447,4296988,9.54,255800.2111
2021-04-01,547515,131.828,366.64,768.254,1266.722,3824316,11.1,257900.5164
2021-07-18,546435,143.646,807.79,954.827,1906.263,5429266,7.68,273869.8778
2021-04-18,543952,127.744,518.32,924.684,1570.749,3846253,11.18,244972.1319
2021-02-11,542954,111.842,1358.23,861.711,2331.783,4323305,8.06,208035.1747
2021-04-08,542456,145.813,2349.89,895.895,3391.598,4600588,9.01,283711.4682
2021-12-17,541432,193.182,498.8,2352.924,3044.907,4284990,9.52,273338.5595
2021-05-05,540589,112.516,404.87,248.58,765.966,6149102,6.75,247659.3906
2021-08-25,538632,172.423,257.88,1611.889,2042.193,5167095,7.75,308553.4646
2021-09-10,538093,170.449,1423.18,2003.24,3596.87,5613430,7.26,279068.223
2021-02-28,537524,143.672,596.28,819.022,1558.973,5378439,6.49,270758.1521
2021-08-24,537110,171.645,303.74,1562.305,2037.689,5694944,7.08,305644.0019
2021-02-10,536061,125.154,1793.13,807.894,2726.178,4189046,8.15,244784.8316
2021-07-17,530887,129.189,520.49,744.312,1393.991,5763693,7.01,260347.3087
2021-03-16,530460,124.086,819.22,58.649,1001.955,4481560,9.02,266530.0567
2021-03-22,530447,128.086,358.99,514.682,1001.758,4228704,9.58,269973.6234
2021-05-03,530148,113.58,353.63,91.704,558.914,6124648,6.68,245519.8263
2021-03-01,528945,133.254,503.37,732.643,1369.267,5368639,6.38,285850.2673
2021-08-08,527898,144.951,2041.3,1137.102,3323.353,6212018,6.52,267090.6004
2021-08-09,527875,159.227,1471.07,1038.242,2668.539,6095453,6.59,296311.1477
2021-08-10,525880,159.018,1400.04,982.271,2541.329,6181605,6.47,297812.5312
2021-08-16,521387,160.848,776.73,1393.117,2330.695,5254542,7.51,294624.2606
2021-02-09,519335,127.206,1894.45,829.735,2851.391,6598272,5.1,256538.1585
2021-09-08,518595,174.267,1992.13,1983.257,4149.654,4831518,8.01,286489.3056
2021-04-14,518300,111.594,528.43,869.779,1509.803,3532310,10.49,241001.5152
2021-08-11,516935,154.189,899.29,1271.192,2324.671,5821233,6.76,288936.456
2021-08-26,516733,159.658,242.61,1578.538,1980.806,5153906,7.49,294188.8288
2021-04-09,515982,133.06,1645.9,869.866,2648.826,4842847,8.22,256182.7383
2021-03-02,514550,129.885,341.65,813.945,1285.48,4592296,7.2,278737.362
2021-02-27,513418,134.244,690.73,805.925,1630.9,5269771,6.37,258425.3836
2021-08-12,512418,154.06,740.77,1485.629,2380.459,5754146,6.78,282931.3401
2021-02-17,512220,133.816,589.38,815.508,1538.704,5061661,6.35,260214.1635
2021-03-21,511157,123.034,516.62,65.316,704.97,4723791,8.26,260064.0949
2021-04-15,508424,119.971,407.88,868.003,1395.854,3473289,9.79,260226.05
2021-09-09,505021,174.239,1718.83,1920.373,3813.442,5148571,7.36,280080.8756
2021-05-06,503941,109.863,144.52,834.866,1089.249,6301238,6.11,243405.4587
2021-08-17,503208,152.981,507.42,1383.26,2043.661,5042612,7.45,286788.4848
2021-03-19,503103,110.974,453.27,59.886,624.13,5010608,7.6,240039.4309
2021-08-13,499794,137.72,538.46,1410.289,2086.469,6080073,6.28,265936.6398
2021-04-10,499063,121.267,1680.17,754.63,2556.067,4632820,8.33,231810.9473
2021-03-04,497928,122.334,372.64,796.614,1291.588,4301604,7.42,271131.6175
2021-03-03,496482,122.731,305.25,806.358,1234.338,4330673,7.31,270111.663
2021-08-23,496400,149.468,280.4,1479.483,1909.351,5573427,6.73,277645.7414
2021-03-17,496197,119.136,680.59,62.115,861.841,4359229,8.62,259487.2748
2021-08-30,494300,151.03,60.29,1073.139,1284.458,5786301,6.35,280675.4432
2021-09-07,491455,173.52,7674.66,1203.902,9052.083,4711819,7.79,288887.6378
2021-08-15,490777,134.382,482.81,1251.293,1868.485,5336991,7.04,252421.7523
2021-02-26,489720,133.95,311.09,879.144,1324.184,5215356,6.04,258222.7687
2021-08-29,488758,135.819,98.59,1165.883,1400.292,5835785,6.3,249128.7441
2021-03-06,487884,116.315,480.51,710.581,1307.405,4273091,7.3,246368.9902
2021-04-12,487848,129.147,714.19,904.554,1747.89,3635772,10.03,267614.9634
2021-03-09,487640,124.714,1765.65,845.068,2735.432,4556000,8.1,274297.0717
2021-03-10,486895,123.09,1724.89,831.642,2679.621,4567172,8.05,263357.3204
2021-03-18,486850,115.542,459.4,66.245,641.187,4203668,8.64,255004.5648
2021-09-06,486512,175.153,151.78,1571.558,1898.49,4587281,7.88,287362.412
2021-03-07,485034,119.557,11034.47,793.494,11947.521,3932432,7.87,250339.4048
2021-10-22,485026,149.976,271.75,2088.975,2510.702,4150684,8.74,250119.3113
2021-03-20,484449,110.303,431.41,42.371,584.085,4951631,7.5,238168.3905
2021-08-14,484224,124.187,421.35,1279.073,1824.61,6358916,5.8,233507.5934
2021-03-05,483565,119.017,516.92,752.201,1388.139,4129955,7.39,257472.8578
2021-03-15,482914,112.854,474.08,76.429,663.363,4339628,8.42,254644.43
2021-08-18,482729,147.294,406.11,1383.774,1937.178,5095976,7.12,276083.7803
2021-08-19,482613,141.707,546.73,1368.664,2057.101,5647814,6.44,269257.7939
2021-08-28,479806,126.622,208.5,875.546,1210.667,6019454,6.03,235984.2156
2021-05-10,476154,113.736,1514.71,724.436,2352.882,5191556,7.03,243167.6373
2021-03-11,476130,121.347,1070.72,858.354,2050.42,4393005,8.21,263818.0699
2021-08-27,475938,136.872,351.89,1068.118,1556.879,4891144,7.22,259862.8251
2021-02-21,475758,130.571,477,703.766,1311.337,4065515,7.51,251818.2056
2021-05-02,475493,105.908,448.12,71.502,625.53,4735901,7.78,227474.074
2021-04-20,475007,110.229,293.02,808.159,1211.408,3495377,9.69,241318.2515
2021-03-08,474790,121.556,2454,833.251,3408.808,4515233,7.94,259150.622
2021-09-12,474136,149.942,615.56,1543.874,2309.376,5547253,6.41,241370.2573
2021-03-23,473541,123.412,240.44,846.419,1210.271,3786891,9.5,262819.768
2021-08-31,473205,145.82,153.37,1759.136,2058.326,5298026,6.66,268015.0929
2021-03-13,472988,112.774,1301.32,56.917,1471.01,4413965,8.22,235608.9132
2021-09-04,472640,141.074,174.37,1416.93,1732.375,5215550,6.76,236630.4791
2021-09-24,471431,152.388,347.86,1761.885,2262.133,4472981,7.85,247836.9082
2021-02-19,471393,128.031,459.07,764.71,1351.811,3961229,7.51,251982.1382
2021-02-20,471009,123.218,575.95,671.059,1370.226,3924892,7.63,236668.9817
2021-03-12,470553,116.701,875.53,470.899,1463.13,4384616,8.13,245834.7927
2021-02-22,470221,126.522,316.02,787.538,1230.081,4163349,7.19,255664.4471
2021-03-14,469701,115.353,687.77,65.874,868.997,3756620,9.53,241610.6642
2021-08-22,467141,131.865,307.34,1270.066,1709.271,5610712,6.37,239898.449
2021-09-01,465587,160.34,160.79,1680.071,2001.2,4850083,7.08,266523.4567
2021-09-13,464796,161.829,450.76,1852.172,2464.76,4605439,7.26,264053.6812
2021-02-25,463733,125.204,373.94,814.68,1313.824,4859944,6.14,251523.5962
2021-05-07,462554,97.344,9771.17,751.33,10619.843,5532498,6.33,217211.1932
2021-02-18,462498,130.997,650.13,759.049,1540.176,4101240,7.09,257518.6893
2021-02-23,461709,124.282,309.03,793.992,1227.304,4295057,6.89,252545.9037
2021-10-24,459217,145.44,328.54,1842.756,2316.736,4269362,7.99,234824.9411
2021-08-20,455273,124.475,195.11,1301.073,1620.658,5650675,6.09,244946.3672
2021-09-03,455214,154.812,154.58,1624.182,1933.574,4883314,6.94,261155.2765
2021-05-09,453842,110.435,1686.84,684.546,2481.821,5291620,6.58,228198.7771
2021-02-24,453747,122.694,534.58,783.205,1440.479,4686834,6.2,245845.2169
2021-05-08,450583,95.805,2275.15,658.317,3029.272,5506783,6.25,204040.8919
2021-09-02,449374,158.733,207.91,1715.52,2082.163,4487654,7.38,264931.922
2021-09-14,448361,148.908,423.71,1657.195,2229.813,4431439,7.29,254753.5609
2021-09-21,445611,149.917,381.3,1620.444,2151.661,4563686,7.28,253127.2248
2021-03-28,442768,118.457,517.96,880.612,1517.029,3382766,9.96,242359.8057
2021-04-30,442311,100.359,132.8,126.159,359.317,8962975,3.63,202889.0161
2021-04-19,442245,109.079,712.55,840.392,1662.021,3477651,9.41,232559.1775
2021-09-05,438876,141.775,239.04,1475.445,1856.26,4622394,7.12,232775.7182
2021-08-21,438592,113.294,260.56,1154.486,1528.34,5796018,5.78,208447.8935
2021-10-14,437807,141.691,420.46,1936.63,2498.781,3913439,8.38,247547.7871
2021-03-24,435806,116.071,469.87,859.003,1444.944,3427210,9.59,247405.0519
2021-09-22,430319,146.009,315.46,1736.38,2197.85,4206873,7.57,249891.614
2021-09-15,430198,152.469,408.58,1752.319,2313.369,4218267,7.53,258301.0736
2021-10-25,429092,154.389,175.03,2070.068,2399.487,3926953,7.98,253084.6967
2021-03-30,428458,111.366,163.17,796.542,1071.078,3489088,9.25,235645.0415
2021-04-29,428291,107.179,235.16,665.065,1007.404,3932222,8.04,215528.4524
2021-04-16,428232,116.872,663.32,803.395,1583.588,3433260,9.4,233082.3189
2021-10-11,428176,133.376,843.84,1615.954,2593.17,4153263,7.69,225604.5716
2021-03-29,428024,116.125,222.09,834.089,1172.304,3390884,9.5,242585.4012
2021-09-23,425922,152.105,230.45,1729.692,2112.247,4296821,7.37,245435.3648
2021-12-09,423594,170.449,1429.46,1582.987,3182.896,4151721,7.53,257566.309
2021-03-31,420618,105.356,290.19,710.389,1105.935,3532935,8.92,229250.9714
2021-03-27,419935,108.73,562.12,788.024,1458.874,3468599,9.24,226419.7933
2021-09-16,419673,151.188,662.59,1715.588,2529.366,4217614,7.39,248437.62
2021-09-18,418852,127.662,608.63,1500.848,2237.14,4602054,6.73,212471.4455
2021-05-01,418526,88.674,307.03,51.687,447.392,5252094,6.07,197169.6445
2021-03-25,417731,118.153,319.2,903.08,1340.433,3208579,9.8,251970.5649
2021-04-17,416138,110.667,575.13,765.693,1451.49,3426094,9.37,219677.471
2021-09-17,416031,137.722,472.72,1699.989,2310.431,4554823,6.81,231068.8672
2021-10-26,415279,148.565,196.32,2034.303,2379.188,3858070,7.84,246934.6831
2021-09-20,415125,143.422,264.95,1627.851,2036.222,4547033,6.73,241182.1674
2021-03-26,413831,110.451,318.18,799.907,1228.538,3286062,9.57,236323.2564
2021-09-27,413470,146.374,325.38,1828.553,2300.307,3842250,8,247717.0482
2021-04-28,412698,111.015,357.56,663.88,1132.455,3391567,9.16,225849.4293
2021-09-26,409628,130.706,237.54,1470.602,1838.848,3983474,7.6,217311.4985
2021-09-28,408174,147.141,268.32,1711.867,2127.328,3848898,7.74,241686.8296
2021-10-16,407962,123.107,613.94,1542.718,2279.765,4358348,7.02,203330.2941
2021-04-21,405033,110.777,506.03,797.297,1414.105,3460570,8.9,228864.572
2021-09-19,404819,129.744,412.62,1537.063,2079.428,4594192,6.55,211574.5879
2021-10-10,404229,117.599,1228.32,1524.308,2870.227,4516523,6.61,199941.163
2021-10-27,403820,154.209,296.55,1991.984,2442.742,3806892,7.76,245444.8074
2021-10-09,402479,113.087,1288.68,1533.659,2935.426,4391205,6.86,191239.1032
2021-09-29,402255,143.148,136.17,1712.762,1992.08,3910502,7.55,240516.6977
2021-04-22,401630,110.647,555.88,780.283,1446.811,3363810,9.05,224740.8346
2021-10-04,399072,138.86,214.03,1702.972,2055.862,3794920,7.7,235646.6132
2021-10-13,395482,136.97,472.32,1691.595,2300.885,3481945,8.27,237013.795
2021-12-13,395381,169.739,561.65,2101.009,2832.398,3836850,7.41,248311.2574
2021-10-28,394110,144.993,233.4,1956.968,2335.361,3883820,7.51,241067.4636
2021-11-02,393717,153.516,192.59,1830.114,2176.22,4282423,6.64,238431.4078
2021-12-14,393600,160.665,415.17,2018.589,2594.424,3878190,7.4,239027.8378
2021-10-21,393550,143.314,355.3,1864.183,2362.797,3713270,7.71,242559.7346
2021-04-23,393406,103.609,203.05,745.085,1051.744,3370528,8.93,207076.0441
2021-12-16,393383,169.36,550.08,2025.021,2744.461,3730670,7.69,249160.062
2021-12-20,391836,157.63,212.8,1798.273,2168.702,4051927,7.15,227032.6726
2021-12-10,391701,150.479,1274.87,876.897,2302.246,4254668,6.76,238401.8467
2021-09-30,391699,144.667,226.26,1869.739,2240.666,3860012,7.46,237666.646
2021-04-25,391500,103.787,343,750.387,1197.174,2975395,9.95,211400.4153
2021-10-15,391041,134.081,339.41,1821.429,2294.92,4056709,7.13,227464.5034
2021-10-20,390978,138.636,280.41,1659.404,2078.45,4135471,6.94,236868.371
2021-04-27,390601,105.939,464.99,661.634,1232.563,3027556,9.68,223285.6739
2021-10-19,390414,136.94,429.03,1787.432,2353.403,4000455,7.1,234577.5287
2021-12-31,389916,130.596,192.45,1461.47,1784.516,3626097,8.02,199660.0967
2021-12-12,389375,143.302,677.54,1846.086,2666.928,4049712,7.07,216377.4565
2021-12-08,388589,168.221,1855.67,1960.978,3984.869,3646522,7.73,249011.8077
2021-12-19,387592,135.902,455.64,1013.034,1604.576,4080676,7.07,198310.8468
2021-04-24,386810,101.479,360.68,672.453,1134.611,3443813,8.56,198807.9244
2021-10-12,384953,135.389,552.12,1740.611,2428.121,3566431,7.8,230837.8113
2021-11-01,384936,145.147,192.15,1692.477,2029.774,4050246,7.05,232360.8461
2021-10-17,384015,130.225,411.59,1099.36,1641.176,3741406,7.67,215559.2791
2021-10-18,383623,137.255,391.88,1324.379,1853.514,3573354,7.95,236932.032
2021-12-15,383482,158.71,442.15,1932.345,2533.204,3818620,7.32,236845.6484
2021-12-21,383331,151.852,270.24,1551.775,1973.866,4020934,6.91,225296.3194
2021-11-03,382577,148.652,216.02,1722.497,2087.169,4153032,6.76,233364.5591
2021-12-11,381750,129.412,778.27,1114.876,2022.558,4149726,6.81,203909.9029
2021-10-01,381529,126.762,156.66,1521.094,1804.517,4203641,6.75,215104.6311
2021-11-30,381382,163.355,189.51,1779.812,2132.677,3383637,8.12,243964.6814
2021-11-04,380281,149.775,204.13,1664.222,2018.127,4162451,6.72,232238.0764
2021-12-01,380015,152.964,175.79,1661.879,1990.634,3477018,7.99,242808.6575
2021-04-26,379580,111.543,287.94,718.969,1118.451,2723819,10.38,219387.388
2021-10-07,379270,136.002,7086.45,1749.252,8971.704,3815164,7.31,232455.2207
2021-10-29,378576,133.71,137.38,1804.374,2075.464,4129172,6.73,221384.0972
2021-10-05,376612,131.813,176.06,1589.607,1897.48,3483798,7.93,228867.5156
2021-11-11,376101,156.191,851.54,1153.308,2161.039,4271214,6.39,247657.0426
2021-10-31,374790,124.23,85.46,1547.507,1757.197,4005016,6.96,205719.4719
2021-10-03,374455,122.629,183.71,1481.404,1787.744,3946361,6.99,207278.1271
2021-11-15,374193,147.621,333.43,1642.102,2123.152,3551177,7.74,229808.6488
2021-10-08,373824,122.96,1854.44,1665.896,3643.296,4019869,6.86,213939.1822
2021-12-02,373504,159.826,217.84,1486.797,1864.463,3493524,7.72,250870.63
2021-10-30,371111,115.058,98.73,1551.655,1765.443,4183824,6.61,192273.3504
2021-11-16,370489,145.899,628.1,984.095,1758.094,3686278,7.36,233719.3141
2021-12-07,370120,157.846,6639.27,1827.635,8624.751,3478843,7.7,240297.2848
2021-12-06,369088,161.604,87.19,1826.976,2075.77,3091163,8.62,245013.1974
2021-10-06,368808,137.753,191.67,1068.954,1398.377,3347438,8.03,239087.0512
2021-11-29,364261,147.539,143.45,1787.923,2078.911,3213323,8.13,225384.9949
