Date,Views,YouTube Premium (USD),Transaction revenue (USD),Watch Page ads (USD),Estimated revenue (USD),Impressions,Impressions click-through rate (%),Watch time (hours)
2022-05-12,548265,188.438,415.67,0.372,604.48,4282751,9.95,283468.9375
2022-03-03,547548,193.75,209.82,2097.592,2501.162,4967575,8.18,280794.4963
2022-05-05,547388,193.892,80.43,0.827,275.149,4212670,9.95,287258.1455
2022-04-18,545558,207.489,234.65,46.793,488.932,4313476,9.79,278265.1462
2022-09-17,544494,179.729,297.48,1242.954,1720.163,2542634,16.79,230461.3192
2022-05-02,542000,180.134,140.8,0.515,321.449,4466862,9.43,275111.1128
2022-05-15,540793,192.549,272.51,9.704,474.763,4207815,10.02,292116.3216
2022-01-08,540792,158.531,1677.87,1420.237,3256.638,4261733,9.76,230314.9438
2022-04-15,538888,177.93,307.04,32.488,517.457,4790301,8.71,249287.9414
2022-04-17,538459,198.141,359.42,36.306,593.867,4360041,9.56,265533.9537
2022-05-04,537791,185.117,128.65,0.561,314.329,4181603,9.9,282601.5366
2022-05-03,533502,181.616,156.23,0.875,338.722,4120446,10.04,277267.0669
2022-05-06,529495,181.168,157.15,0.345,338.663,4285109,9.55,269892.0087
2022-08-01,529162,196.203,107.18,954.861,1258.244,4587337,8.98,276117.1467
2022-04-30,526962,182.399,133.97,1.007,317.376,4923974,8.3,250647.529
2022-08-11,525695,209.434,560.97,1295.412,2065.816,3518903,11.44,282546.7367
2022-05-13,522979,187.275,329.63,1.069,517.973,4329956,9.27,280714.4674
2022-04-29,521142,184.195,167.31,9.061,360.566,4751718,8.53,251629.9312
2022-11-27,521090,257.24,235.33,1076.223,1568.793,2648406,14.97,296192.8767
2022-08-12,520987,200.039,389.23,1306.344,1895.613,3356150,11.84,270449.9385
2022-04-16,519410,184.42,361.04,25.337,570.797,4569701,8.75,242961.9789
2022-08-22,519294,201.068,159.7,1154.483,1515.251,2341778,17.14,263571.5739
2022-05-14,518304,177.946,305.42,3.285,486.651,4437375,9.05,269845.1485
2022-02-24,502707,211.626,357.9,2274.837,2844.363,3377628,10.63,270596.9645
2022-05-16,497290,187.5,330.14,1447.234,1964.874,3690884,10.5,279894.6385
2022-05-18,496850,192.047,191.75,1443.613,1827.411,3489062,11.02,280968.8859
2022-03-23,489376,185.534,153.39,1846.71,2185.634,4075283,8.66,266732.358
2022-08-14,488895,190.993,234.47,1341.965,1767.428,3399215,11.02,260042.1799
2022-03-04,487178,165.996,128.94,1805.139,2100.075,4739937,7.5,258822.0801
2022-05-19,484299,183.903,277.31,1878.064,2339.277,3212138,11.71,263561.2694
2022-05-17,482581,193.419,327.34,1463.326,1984.086,3353248,10.97,278893.4741
2022-08-16,482010,198.101,291.74,958.213,1448.054,3020715,12.18,273289.903
2022-08-15,481644,191.236,276.99,874.129,1342.355,3065732,11.96,269218.7469
2022-02-28,478532,194.219,300.05,1709.657,2203.926,3791798,9.25,256571.8508
2022-08-13,477215,171.992,227.46,1314.258,1713.711,3288735,11.09,241501.3357
2022-05-24,476475,176.307,205.32,1703.941,2085.568,3479323,10.49,259541.4736
2022-02-25,474524,204.636,175.05,2194.371,2574.057,3418083,10.02,259955.3914
2022-08-17,473905,193.43,326.43,970.992,1490.852,2733277,13.32,267316.4646
2022-08-23,473001,194.05,133.22,1030.073,1357.343,2357845,15.2,250070.7288
2022-05-26,472107,171.394,139.4,1781.263,2092.057,3441591,10.7,254514.3829
2022-05-25,472063,169.716,137.72,1732.942,2040.378,3348014,10.93,255271.4473
2022-05-22,470139,171.033,213.75,1578.133,1962.917,3380074,10.88,253625.3162
2022-11-28,469514,235.593,194.05,964.797,1394.44,2659610,13.47,275172.4765
2022-05-23,469439,175.445,140.18,1710.697,2026.322,3527658,10.33,252496.9602
2022-03-01,469317,174.72,213.48,1774.764,2162.964,4177715,8.2,256796.8263
2022-02-26,467054,174.391,271.51,1435.186,1881.088,3709396,9.21,229025.6495
2022-03-28,466352,165.177,466.41,1786.451,2418.038,3706160,8.57,241389.3829
2022-05-21,465075,162.909,198.34,1483.956,1845.205,3543353,10.12,240390.1593
2022-03-06,464305,162.25,157.85,1015.22,1335.32,4451412,7.66,249752.616
2022-05-20,463998,172.009,171.07,1770.294,2113.372,3354825,10.52,251206.6606
2022-03-08,463793,181.304,1561.05,1817.756,3560.109,4168157,8.07,266232.5821
2022-08-18,462001,193.829,197.41,1319,1710.239,2605265,13.57,266118.6319
2022-03-05,460200,154.662,99.76,1516.353,1770.775,4763538,7.1,233434.0762
2022-02-27,458334,170.677,347.95,969.149,1487.775,3906887,8.58,230243.1676
2022-08-24,457739,193.011,183.35,1075.423,1451.784,2505726,13.92,260614.5988
2022-03-07,457732,188.219,5884.92,2019.978,8093.117,4047358,8.21,271615.7685
2022-04-04,457211,155.033,209.99,29.946,394.969,4540893,7.29,229554.1426
2022-03-09,456531,179.407,1104.58,1429.587,2713.574,3860376,8.56,268557.0569
2022-03-14,455285,171.801,387.44,1858.474,2417.716,3994536,8.27,258768.3798
2022-05-29,454911,168.974,131.9,1758.066,2058.94,3043036,11.63,245804.486
2022-04-06,454568,166.035,110.03,29.772,305.837,3927688,8.26,243648.5811
2022-05-30,454496,169.041,167.86,1846.838,2183.738,3019333,11.52,249649.4917
2022-09-02,453023,187.068,105.71,1298.618,1591.396,2162926,15.97,241600.443
2022-07-08,451836,177.962,1218.17,2025.056,3421.188,2912103,11.86,227147.1188
2022-03-21,451289,174.891,262.13,774.953,1211.974,4119300,7.92,267473.594
2022-11-29,450896,222.276,143.78,1260.016,1626.073,2746033,12.57,263655.1272
2022-03-16,449859,178.62,393.8,1888.641,2461.06,3988969,8.16,256303.6857
2022-09-01,448796,189.635,168.1,812.807,1170.543,2066596,16.57,253327.7603
2022-09-19,448217,206.244,237.91,1145.908,1590.062,2406329,14.14,263722.5706
2022-05-27,447406,163.862,219.16,1828.74,2211.762,3353496,10.34,244412.4485
2022-05-28,447277,159.739,150.37,1658.191,1968.3,3329576,10.46,235569.7104
2022-03-24,446733,167.911,214.1,1852.303,2234.314,3977163,8.14,246392.1406
2022-04-03,445239,138.929,159.25,32.293,330.473,4391595,7.26,209783.3757
2022-03-27,443628,157.343,267.01,1666.845,2091.198,3991618,8.09,232385.8309
2022-03-15,442063,170.967,308.86,1855.886,2335.713,4012860,7.96,256995.3113
2022-04-02,442005,140.749,154.98,33.843,329.572,3826251,8.24,208321.0763
2022-04-05,439419,157.684,112.28,31.022,300.986,3651935,8.66,234818.6831
2022-11-30,438910,223.174,113.61,1208.028,1544.813,2766332,11.99,260234.7751
2022-08-21,438771,182.517,188.9,760.307,1131.724,2466586,13.54,247937.7883
2022-05-31,438280,168.895,49.44,1851.509,2069.844,3008707,11.28,243658.0895
2022-03-10,438109,171.838,1078.28,1566.275,2816.394,3627348,8.73,257907.9668
2022-06-06,435929,173.616,109.84,1851.157,2134.613,2953245,11.33,241000.3659
2022-03-17,435780,165.374,381.44,1833.525,2380.34,3906783,8.04,248100.7272
2022-06-01,435617,172.013,151.89,1351.649,1675.552,3138086,10.77,245655.2742
2022-12-18,435212,229.091,185.21,1574.266,1988.567,1916288,17.18,259429.9839
2022-04-01,433063,148.168,162.68,35.391,346.239,3290767,9.29,230964.6441
2022-03-25,432873,158.375,187.78,1790.111,2136.265,4253606,7.38,232239.5633
2022-06-05,432566,169.921,126.92,1836.783,2133.624,3085098,10.91,234337.9329
2022-08-25,432357,181.265,131.12,1291.578,1603.963,2304752,14.29,247628.9572
2022-08-19,432116,179.544,300.58,913.532,1393.656,2621323,12.57,245274.4305
2022-03-20,431984,151.459,191.64,1555.223,1898.322,3946289,7.97,224168.2539
2022-03-18,429420,163.028,244.51,1893.308,2300.847,3805106,8.16,240774.3954
2022-03-13,428975,158.185,364.8,1324.344,1847.329,3742655,8.37,233619.0422
2022-07-31,428761,176.65,153.84,910.348,1240.838,3598710,9.14,236060.439
2022-03-11,426699,161.043,641.93,1774.467,2577.441,3850291,8.02,241769.0941
2022-07-07,422279,167.447,4812.4,2094.958,7074.805,2780003,11.54,222401.5931
2022-12-31,421560,201.956,90.06,1171.191,1463.207,2791702,11.47,222402.1741
2022-06-07,421386,169.725,5028.67,1793.41,6991.805,2743310,11.7,240064.6862
2022-03-19,420750,148.222,287.68,1634.926,2070.828,4019677,7.61,217637.0799
2022-06-04,420466,158.163,166.17,1721.578,2045.911,3068744,10.5,218525.6197
2022-06-15,420448,180.827,296.66,1702.621,2180.108,2793823,11.25,243084.446
2022-09-03,420051,175.571,104.07,1120.832,1400.474,2115359,15.12,229359.2896
2022-03-12,419776,142.69,455.8,1520.682,2119.172,3847685,7.98,215584.2733
2022-06-14,419716,186.673,267.08,1815.545,2269.298,2718132,11.45,245138.8648
2022-03-26,417573,139.645,186.86,1504.021,1830.526,4127656,7.36,206372.8626
2022-08-20,415213,172.698,181.23,814.558,1168.487,2568853,12.34,231188.1642
2022-06-12,414978,173.818,434.9,1897.795,2506.513,2685334,11.75,239820.2743
2022-06-13,413433,181.14,257.63,1922.925,2361.695,2590904,11.91,244527.4995
2022-06-08,412578,168.962,1343.6,1792.229,3304.791,2564378,11.31,239280.4346
2022-06-02,411803,165.582,228.3,842.013,1235.896,3006772,10.61,237820.4636
2022-10-16,411652,181.602,268.11,1296.796,1746.507,1977498,15.74,244791.822
2022-07-10,409164,171.037,863.82,1945.384,2980.241,3007638,10.3,219068.4363
2022-06-11,408284,165.836,589.96,1733.071,2488.867,2931720,10.43,227241.7387
2022-09-26,407115,197.428,161.63,1328.436,1687.494,2255711,13.63,253829.5002
2022-06-09,405965,170.557,1029.71,1796.961,2997.228,2510107,11.29,238204.5741
2022-07-28,405884,178.628,227.18,886.722,1292.53,3024084,10.11,241656.4625
2022-01-07,405512,157.336,6502.74,1367.297,8027.373,3540257,8.5,239758.0879
2022-09-28,405441,195.593,111.59,1518.066,1825.248,2314795,13.27,253003.2847
2022-09-11,404470,192.225,594.6,906.452,1693.277,2120699,14.57,247204.9546
2022-06-16,404459,172.413,346.94,1817.964,2337.318,2693163,11.39,236356.7658
2022-06-03,404362,157.315,192.4,1753.563,2103.278,2941166,10.66,223082.4762
2022-06-19,403502,173.071,247.44,1644.022,2064.533,2672643,11.44,231641.0577
2022-08-28,402392,167.868,114.62,1194.888,1477.376,2106690,14.5,231894.8235
2022-12-01,401852,223.62,100.71,1338.292,1662.622,2149070,14.07,252612.4233
2022-08-29,398538,174.628,79.08,1144.289,1397.997,1965412,15.29,237046.8512
2022-07-30,398032,156.93,98.65,702.171,957.751,3363993,8.98,211940.1952
2022-09-12,397858,190.718,381.59,1017.214,1589.521,2079092,14.51,247785.0501
2022-06-20,396600,176.943,149.5,1783.663,2110.106,2583362,11.42,233051.242
2022-08-26,396531,167.892,146.51,1035.267,1349.668,2008469,14.88,234166.8153
2022-08-27,395978,157.144,243.34,903.865,1304.35,2082356,14.38,214134.2332
2022-08-30,395770,176.114,61.63,1223.513,1461.257,1909835,15.65,236778.4127
2022-10-30,395251,176.012,43.67,1149.676,1369.358,1978866,15.12,231817.5342
2022-09-25,395217,187.109,143.94,1278.572,1609.621,2486359,12.1,243746.9897
2022-01-06,395043,164.089,94.76,1413.174,1672.023,3365753,8.59,245468.9763
2022-09-20,392349,181.112,146.97,1099.618,1427.7,2120089,13.92,242006.7738
2022-08-31,392088,173.894,52.22,924.578,1150.692,1762886,16.72,238984.4647
2022-06-22,391083,162.575,254.66,1504.428,1921.663,2758528,10.87,224456.4214
2022-06-23,390191,169.865,126.86,1578.264,1874.988,2650608,11.21,220378.6438
2022-09-29,389070,190.252,84.14,1409.524,1683.916,2206688,13.27,245032.7835
2022-07-24,388203,171.299,181.4,1084.675,1437.375,2956940,9.9,221951.1463
2022-06-21,387354,166.456,184.04,1636.352,1986.847,2638249,11.22,224779.4553
2022-01-11,387132,149.421,715.24,1017.19,1881.851,3144994,9.08,226680.5878
2022-01-02,386830,132.001,209.56,1048.029,1389.589,3460623,8.31,207370.061
2022-10-10,386466,178.366,731.58,1019.95,1929.896,1827215,15.89,238411.3451
2022-07-25,386357,164.65,123.89,1405.75,1694.29,3134356,9.49,216637.0522
2022-10-17,386267,180.795,295.07,892.886,1368.75,1877796,15.56,245385.4668
2022-07-06,386248,168.701,113.27,1992.221,2274.192,2647607,10.9,221167.8079
2022-07-27,386030,168.163,198.23,911.747,1278.14,2738218,10.91,230380.2109
2022-06-10,385752,161.124,930.89,1752.468,2844.482,2632701,10.91,224601.4344
2022-07-29,385179,160.633,99.02,944.084,1203.737,3324586,8.87,218797.0507
2022-01-01,385081,112.816,287.88,924.107,1324.803,3586511,8.12,176821.9166
2022-09-21,384477,179.129,163.44,1393.42,1735.99,2270000,12.83,232822.4546
2022-07-14,384410,163.398,237.07,2150.979,2551.447,2644499,11.04,207513.9161
2022-09-04,383890,176.903,121.48,1214.428,1512.811,1965926,14.78,228601.5077
2022-06-17,383710,163.29,319.41,1642.365,2125.065,2796782,10.33,220613.5925
2022-01-21,383674,150.872,382.18,1466.934,1999.986,3381535,8.34,223122.4145
2022-06-18,383661,154.06,229.61,1544.016,1927.685,2887502,10.04,210597.4898
2022-09-07,383481,183.204,4357,1264.433,5804.638,2079275,13.78,235131.7424
2022-07-04,383376,166.832,140,1837.649,2144.48,2738094,10.7,218271.2929
2022-12-07,382736,220.149,4044.91,1252.931,5517.99,1764009,16.37,249207.2454
2022-06-30,382582,160.278,127.7,2078.656,2366.634,2844229,10.2,210954.7069
2022-11-14,382017,191.813,236.06,1283.227,1711.099,1692902,16.84,219492.3711
2022-06-26,381945,159.463,155.71,1845.689,2160.863,2826623,10.33,216679.6454
2022-09-14,381613,180.529,214.51,1223.421,1618.46,2044796,13.99,239258.9569
2022-07-21,381282,165.775,155.78,1059.543,1381.098,2920213,9.78,218395.2331
2022-06-29,381193,165.535,83.49,2159.048,2408.073,2758909,10.6,218151.4467
2022-06-27,380645,161.007,188.45,1985.475,2334.932,2711319,10.72,219456.0966
2022-09-22,380530,183.404,208.23,1420.445,1812.079,2351081,12.3,236350.005
2022-01-22,380418,136.408,350.18,1373.63,1860.218,3524092,7.99,200803.4476
2022-09-05,380409,178.554,127.06,1376.236,1681.85,1843466,15.54,230763.4894
2022-07-05,380217,167.189,87.11,1918.927,2173.226,2769322,10.43,219444.1316
2022-11-06,379830,192.465,78.12,1004.17,1274.755,2132450,13.47,234893.2917
2022-12-27,379305,222.465,179.34,1030.206,1432.011,1941164,14.7,252280.5316
2022-03-31,379148,142.921,74.31,22.194,239.425,2510698,10.54,223031.4442
2022-02-04,379008,125.208,187.59,1191.488,1504.286,2994776,8.97,171486.7266
2022-01-12,378329,154.443,585,1355.187,2094.63,3020147,9.19,223614.4646
2022-12-04,378039,218.187,91.24,1331.7,1641.126,1694708,16.66,246395.4314
2022-11-05,377404,178.586,85.6,988.835,1253.02,2276228,12.42,210705.348
2022-09-13,376482,175.206,230.12,1098.613,1503.939,2062986,13.74,232241.8287
2022-10-23,376413,174.332,113.99,1043.565,1331.887,1820562,15.6,234276.377
2022-06-28,376406,161.078,116.32,2012.553,2289.951,2693953,10.76,215564.653
2022-10-31,376294,178.687,50.43,1374.003,1603.12,1803118,15.61,233911.1394
2022-01-03,375855,149.98,330.25,1391.34,1871.571,2945647,9.35,234848.5295
2022-07-15,375454,154.086,328.57,2116.743,2599.398,2662176,10.6,202123.2659
2022-01-13,374945,150.54,430.66,1415.881,1997.082,3004349,9.17,226176.3442
2022-01-05,374450,157.803,159.82,1362.12,1679.743,3180949,8.65,241851.1423
2022-07-18,373962,163.949,200.04,2179.513,2543.502,2822126,9.87,204672.1263
2022-10-19,373118,179.913,257.58,1403.391,1840.884,1716212,16.45,240629.9514
2022-01-23,372837,141.287,194.87,1386.031,1722.188,3502005,7.86,204641.4399
2022-09-30,372116,171.731,99.52,1247.224,1518.475,2339512,12.1,220334.9328
2022-12-08,371673,214.718,1075.91,1329.667,2620.295,1765898,15.85,247240.2368
2022-09-23,371135,171.787,121.17,1169.508,1462.465,2487050,11.27,223909.7299
2022-11-07,370842,201.316,3959.28,1183.197,5343.793,1757934,15.8,237478.2889
2022-11-11,370572,188.107,458.02,1111.008,1757.136,2242799,12.36,216442.1792
2022-07-17,369912,156.637,329.86,2057.826,2544.322,2717105,10.28,202740.8846
2022-10-09,369761,156.642,842.81,967.733,1967.185,1925414,14.44,217741.8119
2022-12-26,369109,221.835,126.06,956.633,1304.528,1890157,14.79,253360.0016
2022-07-19,368352,156.801,237.88,1900.212,2294.893,2849047,9.82,201766.2469
2022-10-02,368173,170.978,85,1056.192,1312.17,2119347,13.25,230217.7898
2022-01-24,367949,150.259,276.56,1324.081,1750.9,3463829,7.72,221254.2666
2022-01-17,367652,148.765,382.49,1378.771,1910.026,3092112,8.65,225530.9528
2022-10-18,367508,179.617,203.81,1235.234,1618.661,1920778,14.43,236858.3891
2022-06-24,367466,153.102,213.72,1626.063,1992.885,2611691,10.8,211024.5223
2022-12-06,367310,218.59,75.9,848.675,1143.166,1692532,16.25,250528.9044
2022-07-26,367220,159.107,112.83,1179.011,1450.948,2670273,10.59,215364.7518
2022-12-14,366969,217.56,234.61,1157.991,1610.161,1623402,17.1,247847.7952
2022-12-02,366750,208.346,68.4,1107.26,1384.006,1815040,15.06,235737.409
2022-11-09,366575,195.369,757.66,1328.957,2281.986,1724789,15.82,226584.1451
2022-10-03,366211,167.635,98.84,1141.786,1408.261,2033905,13.67,231448.6329
2022-09-24,365876,162.205,215.66,851.844,1229.709,2659829,10.49,215260.2798
2022-09-08,365589,167.661,1123.91,1123.746,2415.317,2130906,12.88,218372.8161
2022-07-03,365371,160.576,162.26,1774.818,2097.654,2717924,10.21,206911.8759
2022-10-15,364592,159.807,214.66,879.68,1254.147,2025039,13.61,216528.5245
2022-11-24,364272,201.595,170.26,1322.039,1693.894,1611832,16.85,234702.1148
2022-10-05,363976,171.592,120.92,1144.466,1436.978,1844662,14.88,233454.5174
2022-12-05,363759,220.071,76.74,1224.979,1521.789,1603837,16.65,248108.4228
2022-01-04,363237,152.152,165.74,1363.357,1681.25,3027698,8.79,235495.4126
2022-11-23,363201,200.202,144.19,1327.456,1671.848,1634209,16.49,232787.4228
2022-10-24,362951,174.101,165.84,1307.711,1647.652,1683291,16.24,229646.7479
2022-12-28,362816,221.009,125.58,1231.254,1577.843,1998170,13.72,248147.3327
2022-06-25,362809,140.498,126.58,1626.86,1893.938,2754359,10.17,194924.1376
2022-10-20,362803,175.51,125.96,1146.963,1448.432,1666610,16.4,231087.4655
2022-07-01,362491,153.509,106.42,1618.815,1878.745,2976411,9.31,200003.0032
2022-11-15,362126,190.22,245.18,1202.955,1638.355,1598857,16.88,220124.8759
2022-11-13,362085,192.247,210.68,1108.76,1511.687,1740968,15.65,221619.2418
2022-11-16,361957,180.712,253.34,1173.07,1607.122,1703753,16.03,220578.8351
2022-09-06,361930,171.717,75.05,978.812,1225.579,1687333,15.89,229482.0442
2022-01-10,361761,141.459,1234.88,574.873,1951.211,3357944,7.95,221935.5897
2022-07-20,361373,156.397,137.46,1233.357,1527.214,2902256,9.53,207665.6669
2022-12-20,361289,223.276,120.35,1202.077,1545.703,1753590,15.65,247502.7525
2022-11-01,360864,184.472,106.46,1266.762,1557.694,1870472,14.57,224446.4875
2022-12-17,360255,201.891,318.02,1391.409,1911.32,1921489,14.2,228693.0003
2022-11-20,360059,194.811,152.07,1279.363,1626.244,1695380,15.94,225850.5107
2022-11-08,359844,191.763,1029.78,913.772,2135.316,1672665,16.11,231109.6323
2022-09-15,359610,166.827,216.95,1077.021,1460.798,1929511,13.94,222729.258
2022-07-09,358667,148.196,936.19,1402.941,2487.326,2409959,11.21,190861.6206
2022-01-25,358600,147.444,189.96,1454.44,1791.844,3491952,7.41,214436.7998
2022-10-04,358520,165.478,93.55,1189.757,1448.786,1813449,14.93,230644.1494
2022-12-25,358194,206.073,94.02,915.525,1215.618,1900216,14.28,236345.5047
2022-11-10,357389,196.16,704.99,1330.032,2231.182,1670033,15.98,223963.5345
2022-12-03,357222,195.942,101.41,1254.702,1552.054,1702637,15.56,220470.2222
2022-12-24,356990,194.234,181.42,1244.29,1619.944,1964493,13.74,221427.4273
2022-10-06,356426,170.493,91.8,1181.559,1443.853,1795376,15,229947.2347
2022-10-26,356161,171.17,117.17,1391.009,1679.349,1603565,16.67,230569.9953
2022-12-11,356089,211.516,509.05,1566.465,2287.031,1660310,16.11,237398.3068
2022-12-29,355844,210.46,72.33,1405.968,1688.759,1971943,13.61,237216.4847
2022-10-22,355749,146.487,147.71,1068.504,1362.701,1824700,14.5,195867.7075
2022-07-16,355175,146.748,300.68,1863.819,2311.248,2818633,9.51,187513.0617
2022-12-21,354627,220.572,170.26,1436.633,1827.465,1702884,15.75,243747.7041
2022-12-15,354620,215.362,223.12,1415.493,1853.975,1604931,16.61,241660.5945
2022-09-27,354302,178.046,182.5,1196.715,1557.262,1863673,13.56,235546.4877
2022-11-02,353870,195.404,57.17,1212.493,1465.067,1791954,14.91,224520.0276
2022-12-22,353625,214.85,149.9,1470.338,1835.088,1770222,15.1,245339.2743
2022-10-13,353228,178.698,206.41,1164.386,1549.493,1714215,15.54,240490.6783
2022-11-21,353082,197.21,208.93,1186.404,1592.544,1601748,16.41,226045.6191
2022-10-27,352737,168.291,201.97,1452.91,1823.171,1584294,16.71,223066.9731
2022-11-22,352700,192.052,162.15,1258.873,1613.075,1595008,16.44,227489.2509
2022-10-01,352699,153.05,109.88,884.849,1147.779,2332350,11.52,208027.8397
2022-01-14,352497,134.633,472.42,1275.699,1882.751,3027744,8.57,202346.4329
2022-12-16,352299,205.096,241.39,1525.771,1972.258,1829228,14.54,230737.897
2022-07-02,352147,140.858,129.13,1494.942,1764.93,3037429,8.94,187299.4579
2022-12-19,351960,221.847,208.23,1404.222,1834.299,1608876,16.44,245951.0224
2022-07-23,351523,148.441,139.56,1093.671,1381.672,2685434,9.8,197852.8669
2022-10-29,351515,149.424,71.48,720.286,941.19,1838544,14.37,201634.4974
2022-01-26,350546,142.331,200.22,1160.117,1502.668,3249200,7.78,216238.2668
2022-01-16,349848,135.518,506.9,1196.6,1839.018,3159166,8.13,198941.0343
2022-01-20,349795,143.094,247.47,1397.94,1788.504,3074046,8.3,217405.189
2022-10-12,349778,174.175,309.38,966.952,1450.506,1540915,17.02,236411.8551
2022-07-22,349701,144.572,160.13,700.182,1004.883,2828963,9.45,200539.5386
2022-09-09,349644,159.758,866.83,1175.425,2202.013,2096628,12.61,204623.7689
2022-09-10,349250,153.646,793.01,1143.177,2089.833,2035562,12.98,203437.1318
2022-10-11,348271,172.77,462.4,914.883,1550.054,1570089,16.54,238358.967
2022-01-18,347853,146.124,320.04,946.008,1412.172,2939264,8.59,220855.4327
2022-12-12,347826,211.205,290.43,1564.852,2066.487,1575132,16.54,238676.37
2022-02-07,347724,152.044,6216.82,1127.1,7495.964,3120799,7.8,206561.3871
2022-10-14,346882,163.955,230.45,1005.051,1399.457,1792314,14.57,220577.9111
2022-10-25,346256,169.438,107.1,1261.275,1537.813,1551899,16.74,223907.2563
2022-11-03,346132,183.858,97.02,1259.294,1540.172,1771225,14.74,217431.3497
2022-12-09,345434,200.711,775.95,1282.931,2259.592,1784172,14.53,225560.4502
2022-01-27,345231,146.623,234.06,602.648,983.331,3058849,8.05,221641.7245
2022-12-23,344411,207.785,112.85,1351.667,1672.303,1854062,13.97,231380.2987
2022-12-30,344389,197.806,31.6,1317.928,1547.334,2150871,12.12,220870.2398
2022-11-12,343324,166.962,298.02,830.151,1295.133,1810423,14.13,195505.3159
2022-12-13,343018,210.611,208.77,1184.976,1604.357,1469386,17.42,243152.9882
2022-11-17,342931,192.563,308.08,912.625,1413.269,1620546,15.67,224034.8615
2022-01-29,342822,120.599,97.67,564.544,782.814,3097664,8.03,182731.9362
2022-02-23,342222,152.056,240.39,1271.555,1664.001,2673599,9.12,211246.4155
2022-02-03,341829,117.732,229.03,1117.912,1464.674,2724739,8.91,160540.8677
2022-01-19,341466,136.618,379.7,818.5,1334.818,2938078,8.45,216595.7489
2022-09-16,340902,157.117,385.72,913.248,1456.085,2203323,11.59,209480.323
2022-02-05,340330,129.436,109.22,1073.662,1312.318,2869118,8.33,177554.9866
2022-11-19,340017,168.911,249.49,1117.009,1535.41,1771049,14.35,196511.4235
2022-01-28,340009,132.818,217.71,596.2,946.727,3150814,7.74,210124.8997
